Duration,Init,Name,Concat Size,Convergence Epoch,Layers,Learning Rate,Loss,Loss Val,Mae Test,Qubits,Rmse Test,Training Time,User,237.9682116,,209.88,265.62,,,suma total cuadr
52.7s,,legendre31645norm,16,12,2,0.0005,0.010441578,0.009929242,0.179311995,4,0.213572387,11.14378715,52333,56527.26846,22610907.38,,70440.57182,,3.1329,27.68759161
27.8s,,legendre31625norm,16,18,1,0.0005,0.012960719,0.012696769,0.205281809,2,0.241509183,5.812919617,52333,56513.98504,22605594.01,,70425.74339,,17.8929,27.68759161
5.2min,,euro16125norm,16,18,6,0.0005,0.004809395,0.002198066,0.004421262,12,0.005751204,244.3814895,52333,56626.13255,22650453.02,,70550.92916,,17.8929,27.68759161
2.4min,,euro16105norm,16,18,5,0.0005,0.004428996,0.002672159,0.004976319,10,0.006341172,96.32305479,52333,56625.85177,22650340.71,,70550.61576,,17.8929,27.68759161
55.8s,,euro1685norm,16,18,4,0.0005,0.003293747,0.002237771,0.00458127,8,0.005802915,35.68451643,52333,56626.10794,22650443.18,,70550.90169,,17.8929,27.68759161
32.4s,,euro1665norm,16,18,3,0.0005,0.003332776,0.001190113,0.002794755,6,0.004231871,17.50799871,52333,56626.85564,22650742.26,,70551.73628,,17.8929,297.9731916
22.2s,,euro1645norm,16,30,2,0.0005,0.003145417,0.001574601,0.003806327,4,0.004867698,11.00466943,52333,56626.55303,22650621.21,,70551.39851,,263.4129,1.59239161
17.3s,,euro1625norm,16,14,1,0.0005,0.080129663,0.076151623,0.030026461,2,0.033851502,11.40850496,52333,56612.75971,22645103.88,,70536.00227,,0.0529,22.44959161
8.4min,,legendre316124norm,16,8,6,0.0005,0.010852792,0.010331423,0.183942253,12,0.217854794,278.8637946,52333,56525.23216,22610092.86,,70438.29868,,33.2929,1.59239161
5.1min,,legendre316104norm,16,14,5,0.0005,0.011802829,0.010948844,0.189357775,10,0.224269996,145.4760177,52333,56522.18176,22608872.71,,70434.8935,,0.0529,1.59239161
2.0min,,legendre31684norm,16,14,4,0.0005,0.005410882,0.004887198,0.117874754,8,0.149836295,43.05618835,52333,56557.57963,22623031.85,,70474.40782,,0.0529,7.49719161
1.3min,,legendre31664norm,16,10,3,0.0005,0.021298274,0.020652153,0.263785298,6,0.308013474,20.17746687,52333,56482.36977,22592947.91,,70390.45019,,14.2129,3.02099161
53.5s,,legendre31644norm,16,11,2,0.0005,0.013897915,0.013310478,0.207717416,4,0.247277082,11.14428306,52333,56511.2427,22604497.08,,70422.68207,,7.6729,5.11619161
27.4s,,legendre31624norm,16,15,1,0.0005,0.017603217,0.017028421,0.237866659,2,0.279688256,5.55207777,52333,56495.83412,22598333.65,,70405.48104,,1.5129,1.59239161
4.5min,,euro16124norm,16,14,6,0.0005,0.002801326,0.002527966,0.004873212,12,0.00616771,210.8354437,52333,56625.93433,22650373.73,,70550.7079,,0.0529,39.21139161
2.4min,,euro16104norm,16,19,5,0.0005,0.003972864,0.001711662,0.003523606,10,0.005075132,102.1664507,52333,56626.45431,22650581.72,,70551.28831,,27.3529,85.78279161
56.8s,,euro1684norm,16,22,4,0.0005,0.003408075,0.001476293,0.003319375,8,0.004713295,36.54300141,52333,56626.62652,22650650.61,,70551.48053,,67.7329,39.21139161
37.6s,,euro1664norm,16,19,3,0.0005,0.003725183,0.002090556,0.00441115,6,0.005608792,22.8239553,52333,56626.20033,22650480.13,,70551.00482,,27.3529,27.68759161
21.7s,,euro1644norm,16,18,2,0.0005,0.005184458,0.001157459,0.002916912,4,0.00417341,10.77866316,52333,56626.88347,22650753.39,,70551.76734,,17.8929,32.92579161
10.7s,,euro1624norm,16,7,1,0.0005,0.084327743,0.080469841,0.030865132,2,0.034798052,4.901794195,52333,56612.30928,22644923.71,,70535.49949,,45.8329,0.54479161
10.1min,,legendre316123norm,16,12,6,0.0005,0.006158789,0.005523013,0.126723089,12,0.159285071,376.8890982,52333,56553.08553,22621234.21,,70469.39117,,3.1329,1.59239161
5.0min,,legendre316103norm,16,14,5,0.0005,0.005134746,0.004560796,0.114609862,10,0.144746269,144.007417,52333,56560.00066,22624000.26,,70477.11034,,0.0529,7.49719161
1.9min,,legendre31683norm,16,10,4,0.0005,0.00556842,0.005128208,0.1208142,8,0.153486383,37.26573014,52333,56555.84352,22622337.41,,70472.46985,,14.2129,0.06859161
1.3min,,legendre31663norm,16,13,3,0.0005,0.014230561,0.013081121,0.206969455,6,0.245137374,22.13402104,52333,56512.26001,22604904.01,,70423.81771,,0.5929,7.49719161
51.9s,,legendre31643norm,16,10,2,0.0005,0.014524206,0.014164197,0.216220885,4,0.255083883,10.90272832,52333,56507.53108,22603012.43,,70418.53871,,14.2129,0.54479161
25.4s,,legendre31623norm,16,12,1,0.0005,0.014191463,0.013841859,0.213544147,2,0.252164682,4.966106653,52333,56508.91896,22603567.58,,70420.08802,,3.1329,1.59239161
4.4min,,euro16123norm,16,14,6,0.0005,0.003959955,0.002333545,0.004638507,12,0.005925793,200.8745427,52333,56626.04946,22650419.78,,70550.83642,,0.0529,1.59239161
2.0min,,euro16103norm,16,14,5,0.0005,0.004910134,0.001863668,0.003956756,10,0.005295692,83.37804937,52333,56626.34934,22650539.74,,70551.17114,,0.0529,1.59239161
50.5s,,euro1683norm,16,14,4,0.0005,0.005944804,0.004151958,0.006321123,8,0.007904326,26.200948,52333,56625.10783,22650043.13,,70549.78537,,0.0529,7.49719161
31.0s,,euro1663norm,16,10,3,0.0005,0.08306446,0.068849369,0.028483049,6,0.032187582,16.38692188,52333,56613.55152,22645420.61,,70536.8861,,14.2129,39.21139161
24.5s,,euro1643norm,16,19,2,0.0005,0.003584966,0.001847507,0.0042181,4,0.005272679,13.58235908,52333,56626.36029,22650544.12,,70551.18337,,27.3529,232.9255916
10.6s,,euro1623norm,16,28,1,0.0005,0.005101579,0.002925723,0.005424604,2,0.006635214,4.91050005,52333,56625.71183,22650284.73,,70550.45955,,202.4929,13.97339161
8.6min,,legendre316122norm,16,9,6,0.0005,0.005120501,0.004456185,0.112569497,12,0.143076607,292.8042436,52333,56560.79483,22624317.93,,70477.99685,,22.7529,3.02099161
4.4min,,legendre316102norm,16,11,5,0.0005,0.007460238,0.00679526,0.138021628,10,0.176681103,114.0502703,52333,56544.81197,22617924.79,,70460.15555,,7.6729,3.02099161
1.9min,,legendre31682norm,16,11,4,0.0005,0.006370767,0.00567435,0.124599628,8,0.16145262,34.57170987,52333,56552.05461,22620821.84,,70468.24038,,7.6729,22.44959161
1.3min,,legendre31662norm,16,8,3,0.0005,0.021165385,0.020586549,0.262184793,6,0.307523862,19.87525821,52333,56482.60249,22593041,,70390.70999,,33.2929,3.02099161
54.2s,,legendre31642norm,16,11,2,0.0005,0.012504132,0.012099622,0.20019412,4,0.235761531,12.73586679,52333,56516.71781,22606687.12,,70428.79403,,7.6729,27.68759161
25.7s,,legendre31622norm,16,18,1,0.0005,0.020028183,0.019706621,0.255314508,2,0.300879871,5.555422544,52333,56485.76056,22594304.23,,70394.23551,,17.8929,0.06859161
4.2min,,euro16122norm,16,13,6,0.0005,0.004323824,0.00255365,0.005109235,12,0.006198964,190.653266,52333,56625.91945,22650367.78,,70550.6913,,0.5929,0.06859161
2.0min,,euro16102norm,16,13,5,0.0005,0.004050264,0.001754346,0.003635926,10,0.005138023,80.59911633,52333,56626.42438,22650569.75,,70551.2549,,0.5929,0.06859161
50.4s,,euro1682norm,16,13,4,0.0005,0.004712402,0.002448499,0.004722364,8,0.006069995,30.74403787,52333,56625.98083,22650392.33,,70550.75981,,0.5929,18.16379161
32.1s,,euro1662norm,16,17,3,0.0005,0.005323686,0.001413735,0.003436392,6,0.004612351,17.93304634,52333,56626.67456,22650669.82,,70551.53416,,10.4329,68.25899161
22.0s,,euro1642norm,16,21,2,0.0005,0.003842873,0.002874334,0.005371374,4,0.006576684,11.14393234,52333,56625.73969,22650295.87,,70550.49065,,52.2729,1.59239161
10.3s,,euro1622norm,16,14,1,0.0005,0.081268669,0.070598103,0.028819713,2,0.032593791,4.773611069,52333,56613.35822,22645343.29,,70536.67034,,0.0529,22.44959161
8.1min,,legendre316121norm,16,8,6,0.0005,0.009520034,0.008311397,0.159994623,12,0.195399772,263.3080642,52333,56535.91004,22614364.02,,70450.21841,,33.2929,1.59239161
4.6min,,legendre316101norm,16,14,5,0.0005,0.008271599,0.007524667,0.143860915,10,0.185921966,125.4968529,52333,56540.41726,22616166.9,,70455.24978,,0.0529,1.59239161
1.9min,,legendre31681norm,16,14,4,0.0005,0.007287937,0.006326667,0.137297107,8,0.170480434,36.27788782,52333,56547.76094,22619104.38,,70463.44744,,0.0529,18.16379161
1.3min,,legendre31661norm,16,17,3,0.0005,0.005537355,0.005002061,0.119246775,6,0.151586861,21.82470298,52333,56556.747,22622698.8,,70473.47837,,10.4329,0.54479161
53.0s,,legendre31641norm,16,12,2,0.0005,0.0117798,0.011161505,0.190361383,4,0.226437538,11.59305501,52333,56521.15113,22608460.45,,70433.743,,3.1329,1.59239161
24.8s,,legendre31621norm,16,14,1,0.0005,0.012533584,0.011994462,0.19746785,2,0.234734773,4.952239037,52333,56517.206,22606882.4,,70429.339,,0.0529,3.02099161
3.9min,,euro16121norm,16,11,6,0.0005,0.002264039,0.000982804,0.002783928,12,0.003845668,172.8726642,52333,56627.03945,22650815.78,,70551.94144,,7.6729,0.54479161
2.0min,,euro16101norm,16,12,5,0.0005,0.005383362,0.001885691,0.003457458,10,0.005326889,81.12405253,52333,56626.33449,22650533.8,,70551.15457,,3.1329,13.97339161
48.2s,,euro1681norm,16,9,4,0.0005,0.078128277,0.067866875,0.028284909,8,0.031957095,26.74558497,52333,56613.6612,22645464.48,,70537.00853,,22.7529,175.8779916
34.0s,,euro1661norm,16,26,3,0.0005,0.003535387,0.002241726,0.004532603,6,0.005808041,19.7222178,52333,56626.1055,22650442.2,,70550.89897,,149.5729,297.9731916
23.4s,,euro1641norm,16,30,2,0.0005,0.003283125,0.001277102,0.003398871,4,0.004383804,12.46788478,52333,56626.78333,22650713.33,,70551.65557,,263.4129,7.49719161
12.5s,,euro1621norm,16,10,1,0.0005,0.081265114,0.076281025,0.030023535,2,0.033880252,6.352898598,52333,56612.74603,22645098.41,,70535.987,,14.2129,0.54479161
6.6min,,mackey16120norm,16,12,6,0.0005,0.006496277,0.005974128,0.054678557,12,0.069458082,223.7310891,52333,56595.81692,22638326.77,,70517.09031,,3.1329,39.21139161
3.7min,,mackey16100norm,16,19,5,0.0005,0.001657096,0.001367573,0.026237648,10,0.033232326,104.0991068,52333,56613.05436,22645221.74,,70536.33116,,27.3529,18.16379161
1.4min,,mackey1680norm,16,17,4,0.0005,0.011409411,0.010065884,0.073254053,8,0.0901595,26.42807627,52333,56585.96766,22634387.07,,70506.0962,,10.4329,45.40199161
58.0s,,mackey1660norm,16,6,3,0.0005,0.058292619,0.056983956,0.18058425,6,0.214517054,18.0212357,52333,56526.81926,22610727.71,,70440.07038,,60.3729,32.92579161
37.3s,,mackey1640norm,16,7,2,0.0005,0.059907198,0.059312256,0.183381627,4,0.218855642,8.14769578,52333,56524.75625,22609902.5,,70437.76743,,45.8329,22.44959161
20.4s,,mackey1620norm,16,8,1,0.0005,0.061813737,0.061527137,0.186369198,2,0.222904522,4.870155334,52333,56522.83103,22609132.41,,70435.61829,,33.2929,10.63999161
7.5min,,mackey16129norm,16,16,6,0.0005,0.00752289,0.006965261,0.059877992,12,0.074998784,281.6635196,52333,56593.1807,22637272.28,,70514.14767,,4.9729,7.49719161
3.2min,,mackey16109norm,16,10,5,0.0005,0.054381536,0.053145288,0.173470932,10,0.207165728,77.63235545,52333,56530.31493,22612125.97,,70443.9726,,14.2129,52.73519161
1.4min,,mackey1689norm,16,20,4,0.0005,0.007140074,0.006525694,0.057320814,8,0.072593693,33.33112049,52333,56594.32501,22637730.01,,70515.425,,38.8129,18.16379161
56.3s,,mackey1669norm,16,17,3,0.0005,0.012675714,0.011892688,0.081921676,6,0.097999881,15.38886547,52333,56582.23762,22632895.05,,70501.93255,,10.4329,22.44959161
45.1s,,mackey1649norm,16,8,2,0.0005,0.057401384,0.056557489,0.180591329,4,0.213712826,7.970143318,52333,56527.20168,22610880.67,,70440.49727,,33.2929,22.44959161
20.4s,,mackey1629norm,16,8,1,0.0005,0.060765556,0.060192264,0.185044794,2,0.220473231,4.124845982,52333,56523.98709,22609594.84,,70436.90881,,33.2929,126.8303916
9.3min,,mackey16128norm,16,24,6,0.0005,0.004147813,0.003336842,0.042212094,12,0.051910281,388.268116,52333,56604.16643,22641666.57,,70526.41028,,104.6529,0.06859161
3.3min,,mackey16108norm,16,13,5,0.0005,0.009485214,0.008489063,0.067380347,10,0.082797151,88.2216928,52333,56589.4704,22635788.16,,70510.0061,,0.5929,32.92579161
1.4min,,mackey1688norm,16,7,4,0.0005,0.061438475,0.0606448,0.185445491,8,0.221300457,21.94307375,52333,56523.59375,22609437.5,,70436.46972,,45.8329,45.40199161
59.4s,,mackey1668norm,16,6,3,0.0005,0.065374419,0.063876482,0.19066545,6,0.227120335,18.05500054,52333,56520.82647,22608330.59,,70433.38058,,60.3729,59.87819161
39.6s,,mackey1648norm,16,5,2,0.0005,0.064792595,0.064161221,0.190217683,4,0.227625986,8.489841938,52333,56520.58604,22608234.42,,70433.11218,,76.9129,32.92579161
20.7s,,mackey1628norm,16,7,1,0.0005,0.061600467,0.061099201,0.186238605,2,0.222127993,4.140440941,52333,56523.20026,22609280.11,,70436.03047,,45.8329,18.16379161
7.8min,,mackey16127norm,16,17,6,0.0005,0.003564412,0.003299094,0.039625065,12,0.051615821,295.6865835,52333,56604.30654,22641722.62,,70526.56668,,10.4329,126.8303916
4.0min,,mackey16107norm,16,24,5,0.0005,0.003818864,0.003098324,0.040064214,10,0.050020602,125.1434791,52333,56605.0656,22642026.24,,70527.41396,,104.6529,39.21139161
1.5min,,mackey1687norm,16,19,4,0.0005,0.010497032,0.009455182,0.072175856,8,0.087381695,30.34361148,52333,56587.28923,22634915.69,,70507.57138,,27.3529,105.3065916
1.0min,,mackey1667norm,16,23,3,0.0005,0.012169906,0.010862426,0.075514437,6,0.093658875,19.7860074,52333,56584.30283,22633721.13,,70504.23783,,85.1929,59.87819161
38.5s,,mackey1647norm,16,5,2,0.0005,0.05949005,0.058664722,0.182784821,4,0.2176577,7.59309864,52333,56525.32587,22610130.35,,70438.4033,,76.9129,3.02099161
20.6s,,mackey1627norm,16,11,1,0.0005,0.064847998,0.064577832,0.191243531,2,0.228363799,4.334794998,52333,56520.23523,22608094.09,,70432.72057,,7.6729,175.8779916
9.8min,,mackey16126norm,16,26,6,0.0005,0.003797677,0.003426685,0.038288373,12,0.052604465,420.8529975,52333,56603.83611,22641534.44,,70526.04157,,149.5729,68.25899161
3.8min,,mackey16106norm,16,21,5,0.0005,0.012501265,0.01061996,0.076198693,10,0.092607674,112.5143633,52333,56584.80294,22633921.17,,70504.79608,,52.2729,0.54479161
1.5min,,mackey1686norm,16,12,4,0.0005,0.004006479,0.003405599,0.040951449,8,0.052442367,26.68590188,52333,56603.91324,22641565.3,,70526.12767,,3.1329,22.44959161
57.6s,,mackey1666norm,16,8,3,0.0005,0.059426656,0.058627712,0.181416594,6,0.217589031,15.97744918,52333,56525.35853,22610143.41,,70438.43975,,33.2929,45.40199161
39.8s,,mackey1646norm,16,6,2,0.0005,0.065360304,0.064496149,0.191345768,4,0.228219326,8.571687698,52333,56520.30392,22608121.57,,70432.79725,,60.3729,45.40199161
20.0s,,mackey1626norm,16,6,1,0.0005,0.062634405,0.062053315,0.187260559,2,0.22385563,4.033683062,52333,56522.37879,22608951.52,,70435.11345,,60.3729,10.63999161
7.6min,,mackey16125norm,16,16,6,0.0005,0.009280264,0.007912491,0.062781974,12,0.079935951,286.4519343,52333,56590.83169,22636332.67,,70511.52562,,4.9729,1.59239161
3.3min,,mackey16105norm,16,14,5,0.0005,0.008177509,0.007097802,0.061368103,10,0.075708995,84.06315875,52333,56592.84279,22637137.12,,70513.77049,,0.0529,45.40199161
1.4min,,mackey1685norm,16,6,4,0.0005,0.058128682,0.056919684,0.179756301,8,0.214396043,23.72762728,52333,56526.87681,22610750.72,,70440.13461,,60.3729,52.73519161
1.0min,,mackey1665norm,16,20,3,0.0005,0.01005204,0.008927863,0.068605279,6,0.084910088,18.84009075,52333,56588.46513,22635386.05,,70508.88397,,38.8129,59.87819161
39.3s,,mackey1645norm,16,5,2,0.0005,0.062262421,0.061471544,0.187238441,4,0.222803797,8.032259464,52333,56522.87893,22609151.57,,70435.67175,,76.9129,59.87819161
23.0s,,mackey1625norm,16,5,1,0.0005,0.057428638,0.056529056,0.178885325,2,0.2136591,3.952267647,52333,56527.22723,22610890.89,,70440.52579,,76.9129,68.25899161
8.6min,,mackey16124norm,16,21,6,0.0005,0.003047582,0.002628493,0.039063312,12,0.0460722,345.6602166,52333,56606.94441,22642777.76,,70529.51113,,52.2729,68.25899161
3.8min,,mackey16104norm,16,21,5,0.0005,0.009755096,0.008370198,0.065152515,10,0.082215443,109.7193019,52333,56589.74716,22635898.86,,70510.31503,,52.2729,27.68759161
1.4min,,mackey1684norm,16,18,4,0.0005,0.00290297,0.002532967,0.035092971,8,0.045227258,29.96007323,52333,56607.34647,22642938.59,,70529.95992,,17.8929,32.92579161
55.9s,,mackey1664norm,16,7,3,0.0005,0.057647014,0.056906909,0.179566899,6,0.214371982,13.3322506,52333,56526.88825,22610755.3,,70440.14738,,45.8329,22.44959161
38.8s,,mackey1644norm,16,8,2,0.0005,0.063331034,0.062350934,0.187745236,4,0.224391814,9.400396585,52333,56522.12384,22608849.54,,70434.82884,,33.2929,32.92579161
18.2s,,mackey1624norm,16,7,1,0.0005,0.063109741,0.062552965,0.188782756,2,0.22475506,3.690961599,52333,56521.95112,22608780.45,,70434.63604,,45.8329,10.63999161
7.3min,,mackey16123norm,16,16,6,0.0005,0.005750064,0.005303911,0.049763811,12,0.065446079,276.3205791,52333,56597.72584,22639090.33,,70519.22111,,4.9729,85.78279161
3.5min,,mackey16103norm,16,22,5,0.0005,0.00774893,0.006334652,0.057693165,10,0.071523196,101.2149982,52333,56594.83435,22637933.74,,70515.99353,,67.7329,39.21139161
1.4min,,mackey1683norm,16,19,4,0.0005,0.008688486,0.008024688,0.066336592,8,0.080500692,30.15982413,52333,56590.56299,22636225.2,,70511.22569,,27.3529,39.21139161
55.9s,,mackey1663norm,16,19,3,0.0005,0.00716398,0.006459375,0.056486776,6,0.072223874,15.36380196,52333,56594.50097,22637800.39,,70515.62141,,27.3529,22.44959161
40.7s,,mackey1643norm,16,8,2,0.0005,0.065207782,0.06493972,0.191736996,4,0.229002769,9.996965408,52333,56519.93141,22607972.56,,70432.38141,,33.2929,45.40199161
18.4s,,mackey1623norm,16,6,1,0.0005,0.065003686,0.064539853,0.19099027,2,0.228296637,3.779972315,52333,56520.26716,22608106.86,,70432.75621,,60.3729,105.3065916
9.2min,,mackey16122norm,16,23,6,0.0005,0.002900823,0.002403153,0.03540958,12,0.044053076,378.4415739,52333,56607.9052,22643162.08,,70530.58358,,85.1929,18.16379161
3.5min,,mackey16102norm,16,17,5,0.0005,0.006491547,0.005856909,0.051790563,10,0.068773287,98.65083289,52333,56596.14274,22638457.1,,70517.45401,,10.4329,68.25899161
1.5min,,mackey1682norm,16,21,4,0.0005,0.007568649,0.006432413,0.055913404,8,0.072072979,32.53278756,52333,56594.57276,22637829.11,,70515.70155,,52.2729,7.49719161
57.3s,,mackey1662norm,16,10,3,0.0005,0.045986342,0.044567177,0.159908193,6,0.189711251,14.66287851,52333,56538.61522,22615446.09,,70453.23819,,14.2129,3.02099161
41.7s,,mackey1642norm,16,11,2,0.0005,0.054521206,0.053498832,0.174932321,4,0.20785366,9.733827829,52333,56529.9878,22611995.12,,70443.60742,,7.6729,13.97339161
20.2s,,mackey1622norm,16,9,1,0.0005,0.064734533,0.064134622,0.191302033,2,0.227578798,4.052069664,52333,56520.60848,22608243.39,,70433.13723,,22.7529,5.11619161
7.2min,,mackey16121norm,16,15,6,0.0005,0.006554055,0.005521783,0.049692261,12,0.066776734,264.2014825,52333,56597.09271,22638837.08,,70518.51439,,1.5129,5.11619161
3.4min,,mackey16101norm,16,15,5,0.0005,0.009354954,0.00826723,0.065735582,10,0.081708179,86.75560331,52333,56589.9885,22635995.4,,70510.58442,,1.5129,203.4017916
1.5min,,mackey1681norm,16,27,4,0.0005,0.004932776,0.003920423,0.044432866,8,0.056266774,34.15076518,52333,56602.09348,22640837.39,,70524.0964,,175.0329,59.87819161
51.4s,,mackey1661norm,16,5,3,0.0005,0.06094553,0.059850701,0.182157707,6,0.219846801,12.23425603,52333,56524.28496,22609713.98,,70437.24132,,76.9129,45.40199161
37.8s,,mackey1641norm,16,6,2,0.0005,0.064677604,0.064162178,0.190217602,4,0.227627682,8.954494238,52333,56520.58524,22608234.09,,70433.11128,,60.3729,59.87819161
19.1s,,mackey1621norm,16,5,1,0.0005,0.064761041,0.0639717,0.191322327,2,0.227289552,4.442248821,52333,56520.74601,22608298.4,,70433.29076,,76.9129,59.87819161
19.0s,,mackey1621norm,16,5,1,0.0005,0.064761041,0.0639717,,2,,4.362621546,52333,56628.86973,22651547.89,,70553.9844,,76.9129,59.87819161
4.5s,,mackey1621norm,16,5,1,0.0005,0.064761041,,,2,,4.345134497,52333,56628.86973,22651547.89,,70553.9844,,76.9129,59.87819161
4.6s,,mackey1621norm,16,5,1,0.0005,0.064761041,,,2,,4.458539009,52333,56628.86973,22651547.89,,70553.9844,,76.9129,59.87819161
4.7s,,mackey1621norm,16,5,1,0.0005,0.064761041,,,2,,4.562502623,52333,56628.86973,22651547.89,,70553.9844,,76.9129,0
12.2min,,btc_md16100norm,16,,5,,7.55E-07,,1870.702467,10,1045.870315,363.875134,52333,652705.8087,261082323.5,,608790.5541,,11822.1287,0
6.1min,,btc_md1680norm,16,,4,,5.82E-07,,1463.364145,8,911.0265812,83.64099526,52333,453007.5689,181203027.5,,416549.655,,,65301.94754
3.6min,,btc_md1660norm,16,,3,,8.48E-07,,1820.121217,6,1060.016405,22.78985167,52333,675763.2324,270305292.9,,631065.6483,,,
2.6min,,btc_md1640norm,16,,2,,1.20E-07,,1121.742188,4,710.7366675,8.306589842,52333,223510.0129,89404005.16,,198128.8477,,,
1.4min,,btc_md1620norm,16,,1,,5.76E-07,,1544.244079,2,881.6859448,4.115279913,52333,414372.5201,165749008,,379537.2483,,,
11.7min,,btc_md16109norm,16,,5,,6.65E-07,,1415.646053,10,827.6732383,357.3206797,52333,347752.0186,139100807.4,,315903.8427,,,
6.6min,,btc_md1689norm,16,,4,,8.51E-07,,1688.79523,8,953.8185638,82.55559325,52333,512441.7268,204976690.7,,473617.2632,,,
3.7min,,btc_md1669norm,16,,3,,4.08E-07,,1488.141283,6,882.7120887,25.11212516,52333,415694.6671,166277866.8,,380802.646,,,
2.8min,,btc_md1649norm,16,,2,,6.74E-07,,1652.309375,4,936.4275677,9.263422728,52333,487845.4721,195138188.8,,449982.7928,,,
1.2min,,btc_md1629norm,16,,1,,5.46E-07,,1720.922204,2,976.8371733,3.543261528,52333,545927.3426,218370937,,505829.8676,,,
12.0min,,btc_md16108norm,16,,5,,6.82E-07,,2011.990625,10,1113.487381,360.9483359,52333,766533.8158,306613526.3,,718879.0956,,,
6.3min,,btc_md1688norm,16,,4,,5.77E-07,,1769.905428,8,1005.547769,85.54256558,52333,589178.377,235671350.8,,547493.1034,,,
3.7min,,btc_md1668norm,16,,3,,6.71E-07,,1553.551645,6,919.5862227,23.19388366,52333,464603.1131,185841245.3,,427671.8205,,,
2.7min,,btc_md1648norm,16,,2,,3.66E-07,,1404.345395,4,817.4058581,8.645522356,52333,335747.9862,134299194.5,,304467.6332,,,
1.3min,,btc_md1628norm,16,,1,,3.38E-07,,1335.306579,2,795.9370512,4.489961147,52333,311329.226,124531690.4,,281236.1748,,,
12.0min,,btc_md16107norm,16,,5,,9.26E-07,,1933.194737,10,1093.251336,368.9404669,52333,731509.2233,292603689.3,,684973.6287,,,
5.6min,,btc_md1687norm,16,,4,,2.18E-07,,1377.25773,8,827.4526541,79.65653515,52333,347491.9079,138996763.2,,315655.9312,,,
3.5min,,btc_md1667norm,16,,3,,4.54E-07,,1689.344737,6,950.6077391,21.61931944,52333,507855.0962,203142038.5,,469208.2028,,,
2.6min,,btc_md1647norm,16,,2,,2.13E-07,,1222.731414,4,736.8153093,9.072804928,52333,248848.4269,99539370.75,,222025.0195,,,
1.4min,,btc_md1627norm,16,,1,,2.79E-07,,1290.18199,2,769.4101363,4.516309261,52333,282430.5194,112972207.8,,253804.5015,,,
12.6min,,btc_md16106norm,16,,5,,7.95E-07,,1868.725329,10,1074.496386,375.1281953,52333,699779.3871,279911754.8,,654281.0083,,,
6.1min,,btc_md1686norm,16,,4,,7.49E-07,,1911.341447,8,1087.397976,85.87432003,52333,721530.9244,288612369.8,,675319.0416,,,
3.8min,,btc_md1666norm,16,,3,,9.45E-07,,2129.669079,6,1203.677103,25.18523693,52333,932593.6631,373037465.2,,879951.1286,,,
2.6min,,btc_md1646norm,16,,2,,7.12E-07,,1885.777632,4,1059.461154,8.913838148,52333,674850.6544,269940261.8,,630183.7778,,,
1.3min,,btc_md1626norm,16,,1,,9.39E-07,,2153.625164,2,1197.500485,4.388473272,52333,920702.1829,368280873.2,,868401.2375,,,
12.2min,,btc_md16105norm,16,,5,,3.91E-07,,1142.286513,10,699.062741,366.3255656,52333,212608.165,85043266,,187872.6097,,,
6.0min,,btc_md1685norm,16,,4,,3.80E-07,,1228.288816,8,759.3238544,82.79198813,52333,271811.7062,108724682.5,,243743.4958,,,
3.7min,,btc_md1665norm,16,,3,,8.04E-07,,1891.866447,6,1088.612831,24.57697868,52333,723596.2677,289438507.1,,677317.1991,,,
2.5min,,btc_md1645norm,16,,2,,8.51E-07,,1986.793257,4,1136.188161,8.837815285,52333,806799.0772,322719630.9,,757888.9227,,,
1.3min,,btc_md1625norm,16,,1,,3.22E-07,,1396.401974,2,815.4371898,4.427669525,52333,333470.4208,133388168.3,,302298.9422,,,
12.0min,,btc_md16104norm,16,,5,,7.06E-07,,1709.011349,10,1031.008867,354.3197608,52333,628913.4814,251565392.6,,585820.118,,,
5.9min,,btc_md1684norm,16,,4,,4.43E-07,,1511.83125,8,870.0698097,81.31969786,52333,399552.4303,159820972.1,,365359.5724,,,
3.7min,,btc_md1664norm,16,,3,,3.98E-07,,1393.312993,6,812.2215928,23.99455571,52333,329766.9458,131906778.3,,298773.3012,,,
2.5min,,btc_md1644norm,16,,2,,6.38E-07,,1768.670724,4,993.9747746,8.293660402,52333,571545.9234,228618369.4,,530500.6777,,,
1.3min,,btc_md1624norm,16,,1,,4.49E-07,,1610.725164,2,913.9531256,4.232142448,52333,456955.604,182782241.6,,420335.8417,,,
11.9min,,btc_md16103norm,16,,5,,1.30E-07,,1057.134211,10,634.2122175,357.2056115,52333,157009.3122,62803724.89,,135860.2228,,,
5.8min,,btc_md1683norm,16,,4,,3.85E-07,,1444.688651,8,859.7679001,80.14561844,52333,386634.8527,154653941.1,,353011.7272,,,
3.7min,,btc_md1663norm,16,,3,,8.01E-07,,1830.822533,6,1056.541488,23.79073119,52333,670062.2088,268024883.5,,625556.8001,,,
2.5min,,btc_md1643norm,16,,2,,6.94E-07,,1984.185526,4,1101.640193,8.091508389,52333,745929.2922,298371716.9,,698929.7638,,,
1.3min,,btc_md1623norm,16,,1,,1.78E-07,,1131.278701,2,680.1740335,4.089335442,52333,195545.9889,78218395.56,,171855.0467,,,
11.8min,,btc_md16102norm,16,,5,,3.89E-07,,1092.313487,10,665.9206212,353.3938229,52333,183143.2649,73257305.94,,160240.5873,,,
