Duration,Init,Name,Concat Size,Convergence Epoch,Layers,Learning Rate,Loss,Loss Val,Mae Test,Qubits,Rmse Test,Training Time,User,237.9682116,,209.88,265.62,,,suma total cuadr
2.1min,xavier,legendre31684Xavier,16,12,4,0.0005,0.006992845,0.005835405,0.132032672,8,0.16372785,38.93981624,52333,56550.97249,22281083.16,43980.9148,,0.3721,,3.02099161
1.4min,xavier,legendre31664Xavier,16,11,3,0.0005,0.020559235,0.019826503,0.258021983,6,0.301793658,20.96468353,52333,56485.32621,22255218.53,43923.02457,,0.1521,,1.59239161
1.2min,xavier,legendre31644Xavier,16,14,2,0.0005,0.01229796,0.011160311,0.186900653,4,0.226425428,25.36155891,52333,56521.15689,22269335.81,43954.62133,,6.8121,,10.63999161
30.7s,xavier,legendre31624Xavier,16,16,1,0.0005,0.014955589,0.014426223,0.217446231,2,0.257432496,5.942253113,52333,56506.4145,22263527.31,43941.62081,,21.2521,,10.63999161
5.1min,xavier,euro16124Xavier,16,16,6,0.0005,0.002366289,0.002342537,0.004674313,12,0.005937199,239.355552,52333,56626.04403,22310661.35,44047.12224,,21.2521,,18.16379161
2.6min,xavier,euro16104Xavier,16,17,5,0.0005,0.005442932,0.001721293,0.003791478,10,0.005089391,111.0009146,52333,56626.44753,22310820.32,44047.4781,,31.4721,,105.3065916
57.7s,xavier,euro1684Xavier,16,23,4,0.0005,0.003747228,0.001701859,0.003905795,8,0.005060579,34.48757005,52333,56626.46124,22310825.73,44047.4902,,134.7921,,18.16379161
35.4s,xavier,euro1664Xavier,16,17,3,0.0005,0.003434409,0.001474721,0.003344367,6,0.004710786,18.847826,52333,56626.62771,22310891.32,44047.63702,,31.4721,,85.78279161
24.8s,xavier,euro1644Xavier,16,22,2,0.0005,0.003894291,0.00122813,0.002992268,4,0.004298931,12.50701046,52333,56626.82373,22310968.55,44047.8099,,112.5721,,32.92579161
12.2s,xavier,euro1624Xavier,16,7,1,0.0005,0.08909901,0.085542706,0.031840842,2,0.035878135,5.263121367,52333,56611.7953,22305047.35,44034.55548,,19.2721,,59.87819161
22.3min,xavier,btc_md16123Xavier,16,5,6,0.0005,0.000110523,7.27E-05,1550.652198,12,914.9348751,575.148582,52333,458283.8635,180563842.2,497102.3769,,40.8321,,59.87819161
11.9min,xavier,btc_md16103Xavier,16,5,5,0.0005,9.11E-05,9.86E-05,1838.483011,10,1064.932312,204.1646461,52333,683869.6233,269444631.6,731114.4561,,40.8321,,59.87819161
5.2min,xavier,btc_md1683Xavier,16,5,4,0.0005,0.00011725,0.000125892,2094.771028,8,1203.815906,44.68150044,52333,932861.7694,367547537.1,987908.5858,,40.8321,,59.87819161
3.7min,xavier,btc_md1663Xavier,16,5,3,0.0005,0.00012198,7.89E-05,1661.446889,6,952.7721888,35.78198457,52333,510944.7258,201312222,551888.8042,,40.8321,,59.87819161
2.6min,xavier,btc_md1643Xavier,16,5,2,0.0005,0.000113245,3.94E-05,1107.179872,4,673.4593025,12.51850796,52333,189652.4903,74723081.16,214905.7697,,40.8321,,59.87819161
1.4min,xavier,btc_md1623Xavier,16,5,1,0.0005,0.000115364,6.87E-05,1451.06053,2,888.2493118,6.210802078,52333,422865.5094,166609010.7,460184.9233,,40.8321,,13.97339161
29.0min,xavier,sp500_md16123Xavier,16,9,6,0.0005,0.001453963,0.001937105,12.50629761,12,11.7005609,977.3334098,52333,51197.04975,20171637.6,39275.09008,,5.7121,,7.49719161
14.1min,xavier,sp500_md16103Xavier,16,10,5,0.0005,0.000727534,0.000899682,8.251293258,10,7.972385687,338.3046005,52333,52898.07993,20841843.49,40766.68472,,1.9321,,7.49719161
5.7min,xavier,sp500_md1683Xavier,16,10,4,0.0005,0.000910044,0.001141115,8.853929693,8,8.97791304,70.1277585,52333,52436.55683,20660003.39,40361.64854,,1.9321,,0.06859161
3.9min,xavier,sp500_md1663Xavier,16,13,3,0.0005,0.000932184,0.001157247,9.159983115,6,9.044231237,44.09458423,52333,52406.18878,20648038.38,40335.00601,,2.5921,,7.49719161
2.6min,xavier,sp500_md1643Xavier,16,10,2,0.0005,0.00067863,0.000825244,7.584488978,4,7.634124413,14.23510742,52333,53053.79171,20903193.94,40903.39419,,1.9321,,13.97339161
1.3min,xavier,sp500_md1623Xavier,16,9,1,0.0005,0.000460734,0.001776498,11.8551232,2,11.20213973,6.593661547,52333,51422.85135,20260603.43,39472.89216,,5.7121,,0.54479161
6.8min,xavier,mackey16123Xavier,16,12,6,0.0005,0.009919412,0.008890732,0.070172051,12,0.084733334,221.3164985,52333,56588.54923,22295888.39,44014.05392,,0.3721,,22.44959161
3.2min,xavier,mackey16103Xavier,16,8,5,0.0005,0.057101721,0.055830776,0.176200051,10,0.212335377,72.90236235,52333,56527.85667,22271975.53,43960.52959,,11.4921,,39.21139161
1.5min,xavier,mackey1683Xavier,16,19,4,0.0005,0.007348127,0.006753127,0.058611483,8,0.073847873,31.05907416,52333,56593.72829,22297928.95,44018.62147,,57.9121,,45.40199161
59.9s,xavier,mackey1663Xavier,16,6,3,0.0005,0.058479133,0.057395284,0.17991959,6,0.215289888,14.27949834,52333,56526.45178,22271422,43959.29067,,29.0521,,22.44959161
42.3s,xavier,mackey1643Xavier,16,8,2,0.0005,0.069755424,0.069537064,0.197865584,4,0.236970181,8.396109819,52333,56516.14314,22267360.4,43950.19995,,11.4921,,22.44959161
21.6s,xavier,mackey1623Xavier,16,8,1,0.0005,0.059718882,0.058953487,0.184120164,2,0.218192729,4.155815363,52333,56525.07147,22270878.16,43958.07343,,11.4921,,0.54479161
10.3min,xavier,legendre316123Xavier,16,12,6,0.0005,0.006019628,0.005320711,0.121023764,12,0.156340637,384.3883724,52333,56554.48596,22282467.47,43984.0133,,0.3721,,7.49719161
4.6min,xavier,legendre316103Xavier,16,10,5,0.0005,0.005344378,0.004797067,0.117995422,10,0.148448204,122.1959388,52333,56558.23986,22283946.5,43987.32382,,1.9321,,0.54479161
2.2min,xavier,legendre31683Xavier,16,12,4,0.0005,0.005594029,0.005165509,0.122789851,8,0.15404358,38.69436908,52333,56555.5785,22282897.93,43984.9768,,0.3721,,10.63999161
1.5min,xavier,legendre31663Xavier,16,16,3,0.0005,0.011561231,0.010245555,0.181097875,6,0.216947573,31.16881466,52333,56525.66354,22271111.43,43958.59555,,21.2521,,7.49719161
55.0s,xavier,legendre31643Xavier,16,10,2,0.0005,0.017692954,0.016934786,0.236435706,4,0.27891823,10.92721725,52333,56496.20018,22259502.87,43932.61348,,1.9321,,7.49719161
28.7s,xavier,legendre31623Xavier,16,10,1,0.0005,0.01873453,0.018305958,0.246158138,2,0.289990173,5.339961052,52333,56490.93693,22257429.15,43927.97222,,1.9321,,10.63999161
5.0min,xavier,euro16123Xavier,16,16,6,0.0005,0.005732886,0.004488572,0.006623118,12,0.008218498,238.6658401,52333,56624.95831,22310233.57,44046.16467,,21.2521,,0.54479161
2.1min,xavier,euro16103Xavier,16,12,5,0.0005,0.00290497,0.001333424,0.002905446,10,0.004479427,85.13261795,52333,56626.73782,22310934.7,44047.73414,,0.3721,,5.11619161
1.0min,xavier,euro1683Xavier,16,15,4,0.0005,0.005861675,0.004722704,0.006749377,8,0.00843012,38.90554833,52333,56624.8576,22310193.89,44046.07584,,13.0321,,22.44959161
33.5s,xavier,euro1663Xavier,16,8,3,0.0005,0.089037069,0.078608889,0.030507888,6,0.034393328,17.92687082,52333,56612.50187,22305325.74,44035.17864,,11.4921,,10.63999161
23.3s,xavier,euro1643Xavier,16,16,2,0.0005,0.003519798,0.001535588,0.003178659,4,0.004807018,11.53660035,52333,56626.58191,22310873.27,44047.59663,,21.2521,,39.21139161
11.4s,xavier,euro1623Xavier,16,19,1,0.0005,0.005488572,0.001674806,0.003864531,2,0.005020195,5.282677174,52333,56626.48046,22310833.3,44047.50715,,57.9121,,59.87819161
22.2min,xavier,btc_md16122Xavier,16,5,6,0.0005,0.000120439,0.000111644,1907.086403,12,1132.752891,583.1503057,52333,800639.6223,315452011.2,851694.3728,,40.8321,,59.87819161
11.5min,xavier,btc_md16102Xavier,16,5,5,0.0005,0.000107474,0.000117408,2068.909034,10,1162.124731,195.18541,52333,854065.273,336501717.6,906770.0284,,40.8321,,59.87819161
5.1min,xavier,btc_md1682Xavier,16,5,4,0.0005,0.000115208,6.29E-05,1379.875484,8,849.4121172,44.51653647,52333,373863.6497,147302278,409001.3289,,40.8321,,59.87819161
3.6min,xavier,btc_md1662Xavier,16,5,3,0.0005,0.000125668,5.83E-05,1351.094301,6,818.4013344,21.40744782,52333,336902.6101,132739628.4,370298.2144,,40.8321,,59.87819161
2.6min,xavier,btc_md1642Xavier,16,5,2,0.0005,0.000138736,5.74E-05,1360.82883,4,812.8623713,12.05835176,52333,330503.2949,130218298.2,363587.7401,,40.8321,,59.87819161
1.3min,xavier,btc_md1622Xavier,16,5,1,0.0005,0.000107329,8.81E-05,1633.554947,2,1007.668702,6.041416883,52333,592438.8449,233420904.9,636466.813,,40.8321,,13.97339161
28.9min,xavier,sp500_md16122Xavier,16,9,6,0.0005,0.001038843,0.00095708,8.58940066,12,8.223626332,978.5421095,52333,52782.57445,20796334.33,40665.29304,,5.7121,,7.49719161
13.8min,xavier,sp500_md16102Xavier,16,10,5,0.0005,0.001563048,0.001238366,10.13357463,10,9.353888881,324.3938236,52333,52264.50855,20592216.37,40210.72124,,1.9321,,22.44959161
5.5min,xavier,sp500_md1682Xavier,16,8,4,0.0005,0.001679911,0.001757729,10.96495627,8,11.14331298,62.68264747,52333,51449.53463,20271116.64,39496.27077,,11.4921,,13.97339161
3.6min,xavier,sp500_md1662Xavier,16,9,3,0.0005,0.000815159,0.001593248,11.54250281,6,10.60964286,28.04961467,52333,51691.91877,20366616,39708.67523,,5.7121,,13.97339161
2.6min,xavier,sp500_md1642Xavier,16,9,2,0.0005,0.000343533,0.00082248,7.59885702,4,7.623066258,13.8624258,52333,53058.88598,20905201.07,40907.86725,,5.7121,,3.02099161
1.3min,xavier,sp500_md1622Xavier,16,11,1,0.0005,0.000253717,0.001246164,10.19659303,2,9.38386302,6.887910366,52333,52250.80441,20586816.94,40198.70094,,0.1521,,85.78279161
9.0min,xavier,mackey16122Xavier,16,22,6,0.0005,0.005285168,0.004789236,0.050535391,12,0.062189725,358.4255002,52333,56599.27524,22300114.44,44023.51351,,112.5721,,10.63999161
3.7min,xavier,mackey16102Xavier,16,16,5,0.0005,0.004949809,0.004132999,0.044970249,10,0.057772105,101.1598141,52333,56601.37721,22300942.62,44025.36732,,21.2521,,27.68759161
1.6min,xavier,mackey1682Xavier,16,18,4,0.0005,0.011551876,0.010009985,0.0716221,8,0.089908807,35.0612154,52333,56586.08693,22294918.25,44011.88236,,43.6921,,22.44959161
55.9s,xavier,mackey1662Xavier,16,8,3,0.0005,0.052716462,0.051460535,0.171058992,6,0.203855615,13.37146688,52333,56531.88897,22273564.25,43964.08552,,11.4921,,32.92579161
40.7s,xavier,mackey1642Xavier,16,7,2,0.0005,0.061762726,0.06070744,0.185427153,4,0.221414719,8.450451612,52333,56523.53942,22270274.53,43956.72238,,19.2721,,410.5445916
28.4s,xavier,mackey1622Xavier,16,33,1,0.0005,0.013056693,0.012504448,0.084856171,2,0.10048883,11.41635847,52333,56581.05353,22292935.09,44007.44331,,466.9921,,7.49719161
9.4min,xavier,legendre316122Xavier,16,10,6,0.0005,0.005479305,0.004766161,0.114640004,12,0.147969227,331.3965232,52333,56558.46768,22284036.26,43987.52473,,1.9321,,22.44959161
4.5min,xavier,legendre316102Xavier,16,8,5,0.0005,0.013581018,0.012534466,0.201521569,10,0.239960614,107.5303466,52333,56514.72131,22266800.2,43948.94611,,11.4921,,3.02099161
2.0min,xavier,legendre31682Xavier,16,11,4,0.0005,0.006233345,0.005643434,0.124642185,8,0.161012199,32.13430572,52333,56552.26408,22281592.05,43982.05384,,0.1521,,3.02099161
1.3min,xavier,legendre31662Xavier,16,11,3,0.0005,0.017558094,0.016829559,0.235350727,6,0.278050334,18.50585437,52333,56496.61276,22259665.43,43932.9773,,0.1521,,0.06859161
54.3s,xavier,legendre31642Xavier,16,13,2,0.0005,0.007238494,0.006637803,0.143452983,4,0.174622108,10.86184859,52333,56545.7912,22279041.73,43976.34552,,2.5921,,10.63999161
32.8s,xavier,legendre31622Xavier,16,16,1,0.0005,0.006987389,0.006274069,0.134492158,2,0.169770286,10.86068559,52333,56548.09869,22279950.88,43978.38045,,21.2521,,5.11619161
4.6min,xavier,euro16122Xavier,16,15,6,0.0005,0.003600565,0.002118191,0.004412773,12,0.005645741,216.2954228,52333,56626.18274,22310716,44047.24458,,13.0321,,1.59239161
2.0min,xavier,euro16102Xavier,16,14,5,0.0005,0.003129842,0.001437146,0.003257895,10,0.004650384,82.40298367,52333,56626.65646,22310902.65,44047.66238,,6.8121,,5.11619161
55.8s,xavier,euro1682Xavier,16,15,4,0.0005,0.004104593,0.001673741,0.003684142,8,0.005018599,28.88390946,52333,56626.48122,22310833.6,44047.50782,,13.0321,,105.3065916
38.5s,xavier,euro1662Xavier,16,23,3,0.0005,0.003070786,0.001257915,0.003171325,6,0.00435075,23.20349979,52333,56626.79906,22310958.83,44047.78815,,134.7921,,264.4493916
21.9s,xavier,euro1642Xavier,16,29,2,0.0005,0.002191998,0.000916884,0.002462931,4,0.003714459,10.18053937,52333,56627.10189,22311078.15,44048.05523,,310.1121,,5.11619161
10.8s,xavier,euro1622Xavier,16,15,1,0.0005,0.004445531,0.001334112,0.003167239,2,0.004480582,5.020181417,52333,56626.73727,22310934.49,44047.73365,,13.0321,,59.87819161
21.4min,xavier,btc_md16121Xavier,16,5,6,0.0005,0.000145553,0.000132413,2081.096139,12,1234.888701,574.0162261,52333,993850.4631,391577082.4,1050642.838,,40.8321,,59.87819161
10.9min,xavier,btc_md16101Xavier,16,5,5,0.0005,0.000102982,0.000128776,2125.447384,10,1217.816391,174.7960122,52333,960102.4545,378280367.1,1015935.768,,40.8321,,59.87819161
5.1min,xavier,btc_md1681Xavier,16,5,4,0.0005,0.000100717,0.000103347,1945.162218,8,1090.513621,48.60884976,52333,726833.6746,286372467.8,775515.5739,,40.8321,,59.87819161
3.3min,xavier,btc_md1661Xavier,16,5,3,0.0005,0.000107726,7.00E-05,1469.918605,6,897.1262721,21.23910141,52333,434489.3487,171188803.4,472307.4385,,40.8321,,59.87819161
2.5min,xavier,btc_md1641Xavier,16,5,2,0.0005,0.000114532,7.89E-05,1437.549915,4,953.2901803,11.08080101,52333,511685.5189,201604094.4,552658.6961,,40.8321,,59.87819161
1.2min,xavier,btc_md1621Xavier,16,5,1,0.0005,0.000125331,7.13E-05,1511.362718,2,904.7938947,5.671635151,52333,444656.4917,175194657.7,482905.321,,40.8321,,22.44959161
27.3min,xavier,sp500_md16121Xavier,16,8,6,0.0005,0.000991489,0.000982745,8.21959725,12,8.332384594,891.6728151,52333,52732.61304,20776649.54,40621.44128,,11.4921,,22.44959161
11.9min,xavier,sp500_md16101Xavier,16,8,5,0.0005,0.001194886,0.001149011,9.311513431,10,9.009387798,243.0343356,52333,52422.14299,20654324.34,40349.00285,,11.4921,,7.49719161
5.4min,xavier,sp500_md1681Xavier,16,10,4,0.0005,0.000806448,0.000762745,7.307852493,8,7.340924944,69.53273773,52333,53188.94534,20956444.47,41022.07692,,1.9321,,22.44959161
3.4min,xavier,sp500_md1661Xavier,16,8,3,0.0005,0.000356479,0.001023136,8.697805975,6,8.503935354,27.2723732,52333,52653.85407,20745618.5,40552.31941,,11.4921,,3.02099161
2.5min,xavier,sp500_md1641Xavier,16,11,2,0.0005,0.000480435,0.001191665,9.71161777,4,9.174353313,16.79078674,52333,52346.62958,20624572.06,40282.75661,,0.1521,,3.02099161
1.2min,xavier,sp500_md1621Xavier,16,11,1,0.0005,0.00062023,0.001621845,12.35589251,2,10.70348019,6.196697235,52333,51649.25814,20349807.71,39671.28604,,0.1521,,52.73519161
8.2min,xavier,mackey16121Xavier,16,20,6,0.0005,0.005138629,0.004200918,0.048245737,12,0.058244861,326.4111161,52333,56601.15227,22300853.99,44025.16893,,74.1321,,0.06859161
3.3min,xavier,mackey16101Xavier,16,13,5,0.0005,0.003813348,0.003468404,0.044244789,10,0.052923717,82.23978806,52333,56603.6842,22301851.58,44027.40194,,2.5921,,175.8779916
1.5min,xavier,mackey1681Xavier,16,26,4,0.0005,0.002999323,0.002608495,0.037190544,8,0.0458966,30.83605599,52333,56607.02797,22303169.02,44030.35095,,213.4521,,18.16379161
58.7s,xavier,mackey1661Xavier,16,17,3,0.0005,0.015217988,0.013681739,0.086222578,6,0.105112939,14.62756324,52333,56578.8537,22292068.36,44005.50324,,31.4721,,32.92579161
42.6s,xavier,mackey1641Xavier,16,7,2,0.0005,0.061074263,0.06044072,0.185192275,4,0.220927786,11.18129134,52333,56523.77095,22270365.76,43956.92656,,19.2721,,45.40199161
19.3s,xavier,mackey1621Xavier,16,6,1,0.0005,0.068850481,0.068473467,0.197435394,2,0.235150923,3.896869898,52333,56517.00813,22267701.2,43950.96274,,29.0521,,13.97339161
8.6min,xavier,legendre316121Xavier,16,9,6,0.0005,0.010703299,0.00978914,0.176248711,12,0.212060272,292.03213,52333,56527.98749,22272027.07,43960.64495,,5.7121,,0.54479161
4.5min,xavier,legendre316101Xavier,16,12,5,0.0005,0.00495787,0.004509304,0.114164496,10,0.143926844,122.4515023,52333,56560.39041,22284793.82,43989.22038,,0.3721,,18.16379161
2.0min,xavier,legendre31681Xavier,16,17,4,0.0005,0.005636601,0.004932858,0.118940023,8,0.150534613,40.61354995,52333,56557.24748,22283555.51,43986.44865,,31.4721,,0.54479161
1.3min,xavier,legendre31661Xavier,16,12,3,0.0005,0.01647301,0.01557192,0.228089303,6,0.26745956,17.77413893,52333,56501.64751,22261649.12,43937.41711,,0.3721,,1.59239161
54.5s,xavier,legendre31641Xavier,16,14,2,0.0005,0.012232222,0.011538623,0.193059314,4,0.230231124,10.64266253,52333,56519.34735,22268622.86,43953.02559,,6.8121,,59.87819161
27.4s,xavier,legendre31621Xavier,16,5,1,0.0005,0.056321789,0.056155439,0.427383904,2,0.507905554,7.179187775,52333,56387.39694,22216634.39,43836.67393,,40.8321,,5.11619161
4.6min,xavier,euro16121Xavier,16,15,6,0.0005,0.002110064,0.000984618,0.002777021,12,0.003849216,218.1775339,52333,56627.03776,22311052.88,44047.99867,,13.0321,,10.63999161
2.1min,xavier,euro16101Xavier,16,16,5,0.0005,0.003194895,0.001100541,0.002616872,10,0.004069505,85.09000492,52333,56626.93292,22311011.57,44047.9062,,21.2521,,52.73519161
51.2s,xavier,euro1681Xavier,16,20,4,0.0005,0.00448096,0.002294761,0.00463215,8,0.005876342,28.61743999,52333,56626.073,22310672.76,44047.14778,,74.1321,,126.8303916
34.1s,xavier,euro1661Xavier,16,24,3,0.0005,0.003369998,0.001884684,0.004065671,6,0.005325467,19.96267414,52333,56626.33517,22310776.06,44047.37901,,159.0121,,13.97339161
20.9s,xavier,euro1641Xavier,16,9,2,0.0005,0.074614226,0.064797467,0.027685214,4,0.031226074,9.72292304,52333,56614.00907,22305919.58,44036.50792,,5.7121,,13.97339161
11.8s,xavier,euro1621Xavier,16,9,1,0.0005,0.087718296,0.088190412,0.032359481,2,0.036429151,6.243736029,52333,56611.53309,22304944.04,44034.32423,,5.7121,,5.11619161
4.5min,xavier,euro16121Xavier,16,15,6,0.0005,0.002110064,0.000984618,0.002777021,12,0.003849216,211.2737324,52333,56627.03776,22311052.88,44047.99867,,13.0321,,10.63999161
2.1min,xavier,euro16101Xavier,16,16,5,0.0005,0.003194895,0.001100541,0.002616872,10,0.004069505,85.65933323,52333,56626.93292,22311011.57,44047.9062,,21.2521,,52.73519161
53.5s,xavier,euro1681Xavier,16,20,4,0.0005,0.00448096,0.002294761,0.00463215,8,0.005876342,32.42940021,52333,56626.073,22310672.76,44047.14778,,74.1321,,126.8303916
33.4s,xavier,euro1661Xavier,16,24,3,0.0005,0.003369998,0.001884684,0.004065671,6,0.005325467,19.08706784,52333,56626.33517,22310776.06,44047.37901,,159.0121,,13.97339161
23.3s,xavier,euro1641Xavier,16,9,2,0.0005,0.074614226,0.064797467,0.027685214,4,0.031226074,12.3518908,52333,56614.00907,22305919.58,44036.50792,,5.7121,,13.97339161
10.0s,xavier,euro1621Xavier,16,9,1,0.0005,0.087718296,0.088190412,0.032359481,2,0.036429151,4.602898836,52333,56611.53309,22304944.04,44034.32423,,5.7121,,5.11619161
4.8min,xavier,euro16121Xavier,16,15,6,0.0005,0.002110064,0.000984618,0.002777021,12,0.003849216,224.8486335,52333,56627.03776,22311052.88,44047.99867,,13.0321,,10.63999161
2.2min,xavier,euro16101Xavier,16,16,5,0.0005,0.003194895,0.001100541,0.002616872,10,0.004069505,91.08390904,52333,56626.93292,22311011.57,44047.9062,,21.2521,,52.73519161
52.8s,xavier,euro1681Xavier,16,20,4,0.0005,0.00448096,0.002294761,0.00463215,8,0.005876342,31.09074497,52333,56626.073,22310672.76,44047.14778,,74.1321,,126.8303916
36.3s,xavier,euro1661Xavier,16,24,3,0.0005,0.003369998,0.001884684,0.004065671,6,0.005325467,21.03087473,52333,56626.33517,22310776.06,44047.37901,,159.0121,,13.97339161
23.2s,xavier,euro1641Xavier,16,9,2,0.0005,0.074614226,0.064797467,0.027685214,4,0.031226074,11.69962645,52333,56614.00907,22305919.58,44036.50792,,5.7121,,13.97339161
13.4s,xavier,euro1621Xavier,16,9,1,0.0005,0.087718296,0.088190412,0.032359481,2,0.036429151,7.146671772,52333,56611.53309,22304944.04,44034.32423,,5.7121,,13.97339161
39.9min,,sp500_md16120norm,16,9,6,0.0005,0.001657975,0.001231501,9.908974769,12,9.328814504,987.2329471,52333,52275.9739,20910389.56,49047415.58,,5.7121,,3.02099161
15.9min,,sp500_md16100norm,16,11,5,0.0005,0.001026613,0.000788393,7.23968335,10,7.462501454,413.2574027,52333,53132.8824,21253152.96,,66645.29406,56508.9116,7.6729,13.97339161
9.8min,,sp500_md1680norm,16,9,4,0.0005,0.002691732,0.00224251,12.91415781,8,12.58944233,96.57211042,52333,50795.58963,20318235.85,,64024.46312,,22.7529,3.02099161
5.0min,,sp500_md1660norm,16,11,3,0.0005,0.001963573,0.001815478,11.51570736,6,11.32756702,70.01304388,52333,51365.98177,20546392.71,,64664.64147,,7.6729,7.49719161
3.5min,,sp500_md1640norm,16,10,2,0.0005,0.001668523,0.002194749,13.30785963,4,12.45535054,20.1385746,52333,50856.0505,20342420.2,,64092.33974,,14.2129,13.97339161
2.1min,,sp500_md1620norm,16,9,1,0.0005,0.001254317,0.002421359,13.63594278,2,13.08161893,19.71430397,52333,50573.97956,20229591.82,,63775.63391,,22.7529,59.87819161
30.6min,,btc_md16120norm,16,5,6,0.0005,0.000107119,5.26E-05,1274.550763,12,777.9930848,646.8395278,52333,291626.8637,116650745.5,,262526.1781,,76.9129,59.87819161
18.9min,,btc_md16100norm,16,5,5,0.0005,0.000114419,9.34E-05,1756.631942,10,1036.185299,256.0909512,52333,637150.5184,254860207.4,,593770.8798,,76.9129,59.87819161
5.5min,,btc_md1680norm,16,5,4,0.0005,0.000113529,0.000100084,1760.478356,8,1073.583948,49.36512923,52333,698253.6585,279301463.4,,652805.7409,,76.9129,59.87819161
4.3min,,btc_md1660norm,16,5,3,0.0005,0.000122787,7.80E-05,1494.766381,6,945.6135521,28.41652942,52333,500761.928,200304771.2,,462391.2309,,76.9129,59.87819161
11.1min,,btc_md1640norm,16,5,2,0.0005,0.000108274,6.64E-05,1406.27894,4,874.7721245,13.64542651,52333,405519.2235,162207689.4,,371066.3108,,76.9129,59.87819161
1.6min,,btc_md1620norm,16,5,1,0.0005,0.000115948,7.23E-05,1464.27904,2,912.3849,6.625500441,52333,454837.8696,181935147.8,,418304.8359,,76.9129,13.97339161
30.3min,,sp500_md16129norm,16,9,6,0.0005,0.001151363,0.001003325,8.43724393,12,8.420446535,1055.351307,52333,52692.17644,21076870.58,,66151.6103,,22.7529,13.97339161
14.5min,,sp500_md16109norm,16,9,5,0.0005,0.001369473,0.00132345,9.596163476,10,9.670113629,331.3629088,52333,52120.02153,20848008.61,,65510.34433,,22.7529,22.44959161
9.7min,,sp500_md1689norm,16,8,4,0.0005,0.001767682,0.001326352,9.87063571,8,9.682849468,91.31173515,52333,52114.20656,20845682.62,,65503.82502,,33.2929,13.97339161
4.2min,,sp500_md1669norm,16,9,3,0.0005,0.001573539,0.000890978,7.785364818,6,7.93388848,36.25418162,52333,52915.78981,21166315.92,,66402.13207,,22.7529,7.49719161
3.3min,,sp500_md1649norm,16,10,2,0.0005,0.000382717,0.00110839,9.387279592,4,8.850317471,19.12748647,52333,52495.0094,20998003.76,,65930.66987,,14.2129,5.11619161
1.9min,,sp500_md1629norm,16,15,1,0.0005,0.000293925,0.001486093,11.49560566,2,10.24597561,13.38097119,52333,51857.41676,20742966.7,,65215.89233,,1.5129,59.87819161
23.8min,,btc_md16129norm,16,5,6,0.0005,7.18E-05,4.03E-05,1092.926199,12,680.8395099,574.3414166,52333,196134.9869,78453994.75,,172407.2414,,76.9129,59.87819161
12.4min,,btc_md16109norm,16,5,5,0.0005,8.29E-05,4.02E-05,1116.723021,10,680.1987982,201.0888374,52333,195567.8917,78227156.68,,171875.5799,,76.9129,59.87819161
5.5min,,btc_md1689norm,16,5,4,0.0005,0.000141763,8.97E-05,1808.504668,8,1015.454156,52.28203583,52333,604484.394,241793757.6,,562251.2617,,76.9129,59.87819161
5.9min,,btc_md1669norm,16,5,3,0.0005,0.00010868,5.52E-05,1324.636902,6,796.6497915,135.1697557,52333,312125.1077,124850043.1,,281992.6394,,76.9129,59.87819161
3.0min,,btc_md1649norm,16,5,2,0.0005,0.000122887,6.21E-05,1429.391141,4,845.0867505,13.69851422,52333,368592.9203,147437168.1,,335781.715,,76.9129,59.87819161
1.6min,,btc_md1629norm,16,5,1,0.0005,0.000143442,0.000287928,3415.55576,2,1820.090664,6.560698509,52333,2503111.455,1001244582,,2416379.046,,76.9129,22.44959161
27.6min,,sp500_md16128norm,16,8,6,0.0005,0.002157333,0.001447106,10.10794689,12,10.11185616,904.4818945,52333,51918.51871,20767407.48,,65284.41157,,33.2929,13.97339161
13.9min,,sp500_md16108norm,16,9,5,0.0005,0.001895997,0.001430633,9.470214049,10,10.05391682,324.5970366,52333,51944.92576,20777970.3,,65314.02287,,22.7529,13.97339161
8.7min,,sp500_md1688norm,16,9,4,0.0005,0.00187078,0.002172156,12.97766155,8,12.38879198,71.64859486,52333,50886.07455,20354429.82,,64126.04471,,22.7529,7.49719161
3.8min,,sp500_md1668norm,16,10,3,0.0005,0.001465738,0.001376009,10.40408963,6,9.860965365,30.84964824,52333,52032.91578,20813166.31,,65412.6838,,14.2129,7.49719161
3.0min,,sp500_md1648norm,16,10,2,0.0005,0.001740693,0.001188983,9.259617687,4,9.168250125,17.38663697,52333,52349.42236,20939768.95,,65767.50001,,14.2129,3.02099161
1.8min,,sp500_md1628norm,16,11,1,0.0005,0.000621724,0.001881584,13.10620852,2,11.53196103,17.17590213,52333,51273.37557,20509350.23,,64560.73155,,7.6729,59.87819161
22.3min,,btc_md16128norm,16,5,6,0.0005,9.92E-05,0.000129692,2212.221037,12,1221.435645,564.0492728,52333,967208.1921,386883276.9,,913583.5468,,76.9129,59.87819161
12.3min,,btc_md16108norm,16,5,5,0.0005,0.000122095,6.91E-05,1419.87915,10,890.4641829,198.3750455,52333,425750.9925,170300397,,390430.2529,,76.9129,59.87819161
5.7min,,btc_md1688norm,16,5,4,0.0005,0.000119567,8.21E-05,1583.388913,8,971.2447172,73.97628403,52333,537694.4337,215077773.5,,497906.2416,,76.9129,59.87819161
